strategy,step,price,action,reward,cumulative_reward,regime
MA_Crossover,646,166.4989,2,1.2524,42.7638,1
MA_Crossover,647,164.4136,2,-0.0809,42.6828,1
MA_Crossover,648,164.5467,2,0.0091,42.6919,1
MA_Crossover,649,164.5318,2,-0.4422,42.2497,1
MA_Crossover,650,165.2593,2,-0.9763,41.2734,1
MA_Crossover,651,166.8727,2,-0.5722,40.7013,1
MA_Crossover,652,167.8275,2,0.1247,40.8260,1
MA_Crossover,653,167.6182,2,0.5184,41.3444,1
MA_Crossover,654,166.7493,2,-1.2704,40.0740,1
MA_Crossover,655,168.8677,2,-0.0007,40.0733,1
MA_Crossover,656,168.8688,2,0.0208,40.0941,1
MA_Crossover,657,168.8337,2,0.0378,40.1319,1
MA_Crossover,658,168.7699,2,-0.0694,40.0625,1
MA_Crossover,659,168.8871,2,0.0963,40.1588,1
MA_Crossover,660,168.7244,0,-0.2951,39.8636,1
MA_Crossover,661,168.2264,0,-0.2685,39.5952,1
MA_Crossover,662,167.7748,0,-0.0106,39.5846,1
MA_Crossover,663,167.7570,0,-0.2536,39.3310,1
MA_Crossover,664,167.3316,0,-0.3225,39.0085,1
MA_Crossover,665,166.7920,0,0.0856,39.0940,1
MA_Crossover,666,166.9347,0,-0.0920,39.0021,1
MA_Crossover,667,166.7811,0,0.7563,39.7583,1
MA_Crossover,668,168.0425,0,-1.2650,38.4934,1
MA_Crossover,669,165.9167,0,0.5874,39.0807,1
MA_Crossover,670,166.8913,0,0.6288,39.7096,1
MA_Crossover,671,167.9408,2,0.9876,40.6972,1
MA_Crossover,672,166.2822,2,0.1149,40.8121,1
MA_Crossover,673,166.0911,2,0.1231,40.9352,1
MA_Crossover,674,165.8866,2,0.6168,41.5520,1
MA_Crossover,675,164.8634,2,0.2840,41.8360,1
MA_Crossover,676,164.3952,2,0.4325,42.2685,1
MA_Crossover,677,163.6842,2,-0.9865,41.2820,1
MA_Crossover,678,165.2989,2,-0.5328,40.7492,1
MA_Crossover,679,166.1797,2,-0.6652,40.0840,1
MA_Crossover,680,167.2852,2,-0.3648,39.7192,1
MA_Crossover,681,167.8954,2,0.5365,40.2557,1
MA_Crossover,682,166.9946,2,0.2229,40.4786,1
MA_Crossover,683,166.6224,2,-0.2746,40.2040,1
MA_Crossover,684,167.0800,2,0.5593,40.7633,1
MA_Crossover,685,166.1455,2,-0.3974,40.3659,1
MA_Crossover,686,166.8058,2,0.0812,40.4470,1
MA_Crossover,687,166.6704,2,0.1417,40.5887,1
MA_Crossover,688,166.4342,0,0.3871,40.9758,1
MA_Crossover,689,167.0784,0,0.2386,41.2144,1
MA_Crossover,690,167.4771,0,-0.1585,41.0559,1
MA_Crossover,691,167.2117,0,0.5766,41.6325,1
MA_Crossover,692,168.1757,0,-0.5212,41.1113,1
MA_Crossover,693,167.2993,0,0.3138,41.4251,1
MA_Crossover,694,167.8242,0,0.2863,41.7114,1
MA_Crossover,695,168.3047,0,-0.1579,41.5535,1
MA_Crossover,696,168.0390,0,0.1524,41.7060,1
MA_Crossover,697,168.2951,0,-0.6052,41.1008,1
MA_Crossover,698,167.2767,0,0.4619,41.5626,1
MA_Crossover,699,168.0492,0,-0.0912,41.4715,1
MA_Crossover,700,167.8960,0,-1.1328,40.3387,1
MA_Crossover,701,165.9941,0,1.6948,42.0335,2
MA_Crossover,702,168.8074,0,-1.4494,40.5841,2
MA_Crossover,703,166.3607,0,-2.7405,37.8436,2
MA_Crossover,704,161.8015,0,-3.0924,34.7511,2
MA_Crossover,705,156.7979,2,-0.9466,33.8045,2
MA_Crossover,706,158.2822,2,2.6377,36.4422,2
MA_Crossover,707,154.1072,2,-3.1995,33.2427,2
MA_Crossover,708,159.0378,2,4.1371,37.3798,2
MA_Crossover,709,152.4583,2,-3.1193,34.2605,2
MA_Crossover,710,157.2140,2,-0.1904,34.0701,2
MA_Crossover,711,157.5133,2,0.3961,34.4662,2
MA_Crossover,712,156.8894,2,1.2547,35.7209,2
MA_Crossover,713,154.9209,2,-0.5575,35.1634,2
MA_Crossover,714,155.7846,2,0.2867,35.4501,2
MA_Crossover,715,155.3380,2,-1.9159,33.5341,2
MA_Crossover,716,158.3141,2,-0.0057,33.5285,2
MA_Crossover,717,158.3231,2,-0.0740,33.4545,2
MA_Crossover,718,158.4403,2,0.8991,34.3536,2
MA_Crossover,719,157.0157,2,0.3213,34.6749,2
MA_Crossover,720,156.5111,2,-0.3768,34.2982,2
MA_Crossover,721,157.1008,2,3.4782,37.7764,2
MA_Crossover,722,151.6365,2,2.8874,40.6637,2
MA_Crossover,723,147.2583,2,-1.2876,39.3761,2
MA_Crossover,724,149.1543,2,-0.1199,39.2562,2
MA_Crossover,725,149.3332,2,0.5931,39.8493,2
MA_Crossover,726,148.4475,2,0.1876,40.0369,2
MA_Crossover,727,148.1691,2,-0.4785,39.5584,2
MA_Crossover,728,148.8781,2,1.3118,40.8702,2
MA_Crossover,729,146.9251,2,1.8163,42.6865,2
MA_Crossover,730,144.2564,2,-0.1759,42.5106,2
MA_Crossover,731,144.5102,2,2.2620,44.7726,2
MA_Crossover,732,141.2414,2,-0.6309,44.1417,2
MA_Crossover,733,142.1324,2,3.8285,47.9702,2
MA_Crossover,734,136.6909,2,-2.0146,45.9556,2
MA_Crossover,735,139.4447,2,-0.7774,45.1782,2
MA_Crossover,736,140.5287,2,-0.3091,44.8691,2
MA_Crossover,737,140.9631,2,-1.8546,43.0145,2
MA_Crossover,738,143.5774,2,-3.2475,39.7670,2
MA_Crossover,739,148.2401,2,-1.8277,37.9393,2
MA_Crossover,740,150.9495,2,3.8797,41.8190,2
MA_Crossover,741,145.0931,2,2.8757,44.6947,2
MA_Crossover,742,140.9207,2,1.5670,46.2617,2
MA_Crossover,743,138.7125,2,0.1842,46.4458,2
MA_Crossover,744,138.4570,2,-0.8806,45.5652,2
MA_Crossover,745,139.6763,2,1.7977,47.3629,2
MA_Crossover,746,137.1653,2,-0.1652,47.1978,2
MA_Crossover,747,137.3919,2,1.8923,49.0901,2
MA_Crossover,748,134.7920,2,1.6086,50.6987,2
MA_Crossover,749,132.6237,2,3.4336,54.1322,2
MA_Crossover,750,128.0700,2,2.4232,56.5555,2
MA_Crossover,751,124.9665,2,3.5120,60.0674,2
MA_Crossover,752,120.5778,2,2.7048,62.7722,2
MA_Crossover,753,117.3164,2,-2.4099,60.3623,2
MA_Crossover,754,120.1436,2,2.6484,63.0108,2
MA_Crossover,755,116.9617,2,-6.4666,56.5442,2
MA_Crossover,756,124.5251,2,-0.9205,55.6237,2
MA_Crossover,757,125.6713,2,-0.1757,55.4480,2
MA_Crossover,758,125.8921,2,2.3106,57.7586,2
MA_Crossover,759,122.9833,2,-1.4369,56.3217,2
MA_Crossover,760,124.7505,2,1.6518,57.9735,2
MA_Crossover,761,122.6898,2,-0.0263,57.9471,2
MA_Crossover,762,122.7221,2,-5.9863,51.9608,2
MA_Crossover,763,130.0686,2,0.4781,52.4390,2
MA_Crossover,764,129.4467,2,-2.4057,50.0333,2
MA_Crossover,765,132.5608,2,1.8431,51.8764,2
MA_Crossover,766,130.1175,2,0.3372,52.2136,2
MA_Crossover,767,129.6789,2,-3.8392,48.3743,2
MA_Crossover,768,134.6575,2,1.6446,50.0190,2
MA_Crossover,769,132.4429,2,-3.8534,46.1655,2
MA_Crossover,770,137.5465,0,1.3010,47.4666,2
MA_Crossover,771,139.3360,0,-1.4505,46.0160,2
MA_Crossover,772,137.3149,0,1.1386,47.1546,2
MA_Crossover,773,138.8784,0,1.8606,49.0152,2
MA_Crossover,774,141.4623,0,1.0828,50.0980,2
MA_Crossover,775,142.9940,0,-3.5277,46.5703,2
MA_Crossover,776,137.9496,0,-1.8232,44.7470,2
MA_Crossover,777,135.4345,0,-0.7947,43.9523,2
MA_Crossover,778,134.3582,0,-0.4146,43.5378,2
MA_Crossover,779,133.8011,0,1.1422,44.6800,2
MA_Crossover,780,135.3294,0,0.1473,44.8273,2
MA_Crossover,781,135.5288,0,-3.2021,41.6252,2
MA_Crossover,782,131.1890,0,0.6150,42.2402,2
MA_Crossover,783,131.9959,0,1.1349,43.3751,2
MA_Crossover,784,133.4939,0,1.0080,44.3831,2
MA_Crossover,785,134.8395,0,2.1571,46.5402,2
MA_Crossover,786,137.7482,0,1.5739,48.1141,2
MA_Crossover,787,139.9162,0,0.7460,48.8602,2
MA_Crossover,788,140.9600,0,-0.3861,48.4741,2
MA_Crossover,789,140.4158,0,-3.7863,44.6877,2
MA_Crossover,790,135.0992,0,0.7070,45.3947,2
MA_Crossover,791,136.0543,0,0.2127,45.6074,2
MA_Crossover,792,136.3436,0,0.3528,45.9602,2
MA_Crossover,793,136.8246,0,-3.0433,42.9169,2
MA_Crossover,794,132.6606,0,-2.6963,40.2206,2
MA_Crossover,795,129.0837,0,2.1891,42.4096,2
MA_Crossover,796,131.9095,0,-0.3430,42.0667,2
MA_Crossover,797,131.4571,2,-1.3014,40.7653,2
MA_Crossover,798,133.1678,2,0.1868,40.9521,2
MA_Crossover,799,132.9190,2,0.1839,41.1360,2
MA_Crossover,800,132.6746,2,-1.8701,39.2660,2
MA_Crossover,801,135.1557,2,1.3924,40.6583,2
MA_Crossover,802,133.2738,2,0.0340,40.6924,2
MA_Crossover,803,133.2285,2,1.2914,41.9838,2
MA_Crossover,804,131.5079,2,1.2450,43.2288,2
MA_Crossover,805,129.8707,2,0.9712,44.1999,2
MA_Crossover,806,128.6094,2,-0.2587,43.9413,2
MA_Crossover,807,128.9421,2,1.3727,45.3139,2
MA_Crossover,808,127.1721,2,-2.6999,42.6140,2
MA_Crossover,809,130.6057,2,2.3104,44.9245,2
MA_Crossover,810,127.5881,2,0.7010,45.6254,2
MA_Crossover,811,126.6938,2,1.3047,46.9301,2
MA_Crossover,812,125.0408,2,-3.2047,43.7254,2
MA_Crossover,813,129.0480,2,-0.1983,43.5271,2
MA_Crossover,814,129.3040,2,-2.1359,41.3912,2
MA_Crossover,815,132.0658,2,3.6273,45.0185,2
MA_Crossover,816,127.2754,2,-0.3672,44.6512,2
MA_Crossover,817,127.7428,2,-1.8280,42.8232,2
MA_Crossover,818,130.0779,2,0.0668,42.8900,2
MA_Crossover,819,129.9910,2,-2.2022,40.6877,2
MA_Crossover,820,132.8538,2,1.4193,42.1070,2
MA_Crossover,821,130.9682,2,-2.9735,39.1336,2
MA_Crossover,822,134.8625,2,-4.8664,34.2672,2
MA_Crossover,823,141.4254,0,-1.0057,33.2615,2
MA_Crossover,824,140.0032,0,-1.1930,32.0685,2
MA_Crossover,825,138.3329,0,2.9107,34.9792,2
MA_Crossover,826,142.3594,0,3.0943,38.0734,2
MA_Crossover,827,146.7643,0,-1.2962,36.7773,2
MA_Crossover,828,144.8620,0,-1.1006,35.6767,2
MA_Crossover,829,143.2677,0,-0.8230,34.8537,2
MA_Crossover,830,142.0887,0,-3.0735,31.7802,2
MA_Crossover,831,137.7216,0,-2.2434,29.5368,2
MA_Crossover,832,134.6319,0,-2.4854,27.0514,2
MA_Crossover,833,131.2857,0,-2.0087,25.0427,2
MA_Crossover,834,128.6486,0,-0.3403,24.7024,2
MA_Crossover,835,128.2108,0,0.2877,24.9901,2
MA_Crossover,836,128.5797,0,3.3580,28.3482,2
MA_Crossover,837,132.8975,0,-2.5048,25.8434,2
MA_Crossover,838,129.5687,0,2.0215,27.8649,2
MA_Crossover,839,132.1879,2,0.7381,28.6030,2
MA_Crossover,840,131.2122,2,0.3674,28.9705,2
MA_Crossover,841,130.7301,2,-1.2933,27.6772,2
MA_Crossover,842,132.4208,2,2.7956,30.4727,2
MA_Crossover,843,128.7189,2,-0.6320,29.8407,2
MA_Crossover,844,129.5324,2,-0.1279,29.7129,2
MA_Crossover,845,129.6981,2,-0.8818,28.8311,2
MA_Crossover,846,130.8417,2,-0.4080,28.4232,2
MA_Crossover,847,131.3754,2,-5.3527,23.0704,2
MA_Crossover,848,138.4076,2,1.6234,24.6939,2
MA_Crossover,849,136.1607,2,1.4150,26.1089,2
MA_Crossover,850,134.2339,2,1.6413,27.7502,2
MA_Crossover,851,132.0308,2,1.5149,29.2651,2
MA_Crossover,852,130.0306,2,1.7272,30.9923,2
MA_Crossover,853,127.7847,2,-2.5303,28.4620,2
MA_Crossover,854,131.0180,2,-2.9979,25.4641,2
MA_Crossover,855,134.9458,2,1.5161,26.9803,2
MA_Crossover,856,132.8999,2,2.1300,29.1103,2
MA_Crossover,857,130.0691,2,-0.8307,28.2796,2
MA_Crossover,858,131.1496,2,1.5177,29.7972,2
MA_Crossover,859,129.1592,2,-1.2117,28.5855,2
MA_Crossover,860,130.7242,2,-0.2104,28.3751,2
MA_Crossover,861,130.9993,2,3.7259,32.1010,2
MA_Crossover,862,126.1183,2,-3.4165,28.6846,2
MA_Crossover,863,130.4271,2,-3.8749,24.8097,2
MA_Crossover,864,135.4810,2,1.6032,26.4130,2
MA_Crossover,865,133.3089,2,1.1228,27.5358,2
MA_Crossover,866,131.8120,2,-0.3974,27.1384,2
MA_Crossover,867,132.3359,2,-0.5060,26.6323,2
MA_Crossover,868,133.0055,2,-1.2345,25.3979,2
MA_Crossover,869,134.6474,0,4.2310,29.6288,2
MA_Crossover,870,140.3443,0,-0.6160,29.0128,2
MA_Crossover,871,139.4798,0,-1.9563,27.0565,2
MA_Crossover,872,136.7511,0,-3.2699,23.7866,2
MA_Crossover,873,132.2794,0,-1.9100,21.8766,2
MA_Crossover,874,129.7529,0,-0.3338,21.5428,2
MA_Crossover,875,129.3198,0,3.9050,25.4478,2
MA_Crossover,876,134.3697,0,-1.4040,24.0438,2
MA_Crossover,877,132.4832,0,0.2548,24.2986,2
MA_Crossover,878,132.8208,0,-0.2884,24.0103,2
MA_Crossover,879,132.4378,0,2.4400,26.4502,2
MA_Crossover,880,135.6693,0,5.3417,31.7919,2
MA_Crossover,881,142.9163,0,-1.3479,30.4441,2
MA_Crossover,882,140.9900,0,-1.2781,29.1659,2
MA_Crossover,883,139.1879,0,2.0108,31.1767,2
MA_Crossover,884,141.9867,0,1.2057,32.3824,2
MA_Crossover,885,143.6986,0,3.6231,36.0055,2
MA_Crossover,886,148.9050,0,0.9523,36.9579,2
MA_Crossover,887,150.3231,0,-0.9391,36.0188,2
MA_Crossover,888,148.9115,0,0.9658,36.9846,2
MA_Crossover,889,150.3497,0,1.9903,38.9749,2
MA_Crossover,890,153.3421,0,1.3876,40.3625,2
MA_Crossover,891,155.4698,0,0.7642,41.1267,2
MA_Crossover,892,156.6579,0,1.8297,42.9563,2
MA_Crossover,893,159.5242,0,1.9898,44.9461,2
MA_Crossover,894,162.6983,0,2.3434,47.2895,2
MA_Crossover,895,166.5111,0,0.9683,48.2579,2
MA_Crossover,896,168.1235,0,-0.4967,47.7612,2
MA_Crossover,897,167.2884,0,0.0636,47.8248,2
MA_Crossover,898,167.3948,0,1.9629,49.7877,2
MA_Crossover,899,170.6806,0,-1.6314,48.1562,2
Momentum,0,100.0000,1,0.0000,0.0000,0
Momentum,1,100.7999,1,0.0000,0.0000,0
Momentum,2,100.9631,1,0.0000,0.0000,0
Momentum,3,101.9244,1,0.0000,0.0000,0
Momentum,4,103.7996,1,0.0000,0.0000,0
Momentum,5,103.8679,1,0.0000,0.0000,0
Momentum,6,103.9364,1,0.0000,0.0000,0
Momentum,7,105.9080,1,0.0000,0.0000,0
Momentum,8,107.0446,1,-0.0000,0.0000,0
Momentum,9,106.8633,1,0.0000,0.0000,0
Momentum,10,107.7675,1,-0.0000,0.0000,0
Momentum,11,107.5916,1,-0.0000,0.0000,0
Momentum,12,107.4134,1,0.0000,0.0000,0
Momentum,13,107.9971,1,-0.0000,0.0000,0
Momentum,14,106.2688,1,-0.0000,0.0000,0
Momentum,15,104.7653,1,-0.0000,0.0000,0
Momentum,16,104.4909,1,-0.0000,0.0000,0
Momentum,17,103.7487,1,0.0000,0.0000,0
Momentum,18,104.3879,1,-0.0000,0.0000,0
Momentum,19,103.7551,1,-0.0000,0.0000,0
Momentum,20,102.6074,1,0.0000,0.0000,0
Momentum,21,104.4352,1,0.0000,0.0000,0
Momentum,22,104.5128,1,0.0000,0.0000,0
Momentum,23,104.8976,1,-0.0000,0.0000,0
Momentum,24,103.7244,1,-0.0000,0.0000,0
Momentum,25,103.4712,1,0.0000,0.0000,0
Momentum,26,103.8972,1,-0.0000,0.0000,0
Momentum,27,103.0168,1,0.0000,0.0000,0
Momentum,28,103.7153,1,-0.0000,0.0000,0
Momentum,29,103.4039,1,0.0000,0.0000,0
Momentum,30,103.4125,0,-0.3013,-0.3013,0
Momentum,31,103.1010,0,2.1756,1.8744,0
Momentum,32,105.3441,0,0.2869,2.1613,0
Momentum,33,105.6463,0,-0.7548,1.4064,0
Momentum,34,104.8488,0,1.1289,2.5353,0
Momentum,35,106.0325,0,-0.9166,1.6187,0
Momentum,36,105.0605,2,-0.5102,1.1085,0
Momentum,37,105.5965,2,1.6460,2.7545,0
Momentum,38,103.8584,2,1.0229,3.7774,0
Momentum,39,102.7960,2,-0.4981,3.2793,0
Momentum,40,103.3081,2,-1.0439,2.2354,0
Momentum,41,104.3865,2,-0.4725,1.7629,0
Momentum,42,104.8797,2,-0.1845,1.5784,0
Momentum,43,105.0732,2,0.0011,1.5795,0
Momentum,44,105.0720,0,-1.1716,0.4079,0
Momentum,45,103.8410,2,0.4190,0.8269,0
Momentum,46,103.4060,2,0.1605,0.9874,0
Momentum,47,103.2400,2,-1.3664,-0.3790,0
Momentum,48,104.6506,0,0.6457,0.2667,0
Momentum,49,105.3264,0,-1.4524,-1.1857,0
Momentum,50,103.7966,2,-0.6260,-1.8117,0
Momentum,51,104.4464,1,-0.0000,-1.8117,0
Momentum,52,104.3576,2,0.3762,-1.4355,0
Momentum,53,103.9650,0,0.9158,-0.5196,0
Momentum,54,104.9171,0,1.3399,0.8202,0
Momentum,55,106.3229,0,1.2389,2.0591,0
Momentum,56,107.6401,0,-0.5378,1.5214,0
Momentum,57,107.0613,0,-0.0092,1.5122,0
Momentum,58,107.0514,0,0.6333,2.1454,0
Momentum,59,107.7293,0,1.2837,3.4291,0
Momentum,60,109.1123,0,-0.1790,3.2501,0
Momentum,61,108.9169,0,0.1144,3.3645,0
Momentum,62,109.0416,0,-0.8031,2.5614,0
Momentum,63,108.1658,0,-0.8922,1.6692,0
Momentum,64,107.2008,0,1.1187,2.7880,0
Momentum,65,108.4001,0,1.6700,4.4580,0
Momentum,66,110.2104,0,0.2282,4.6863,0
Momentum,67,110.4620,0,1.3121,5.9983,0
Momentum,68,111.9113,0,0.6638,6.6621,0
Momentum,69,112.6542,0,-0.3445,6.3176,0
Momentum,70,112.2661,0,0.6636,6.9812,0
Momentum,71,113.0111,0,1.8550,8.8362,0
Momentum,72,115.1074,0,0.2645,9.1008,0
Momentum,73,115.4119,0,1.8821,10.9829,0
Momentum,74,117.5841,0,-2.2930,8.6899,0
Momentum,75,114.8879,0,1.1282,9.8181,0
Momentum,76,116.1841,0,0.3878,10.2059,0
Momentum,77,116.6346,0,0.0010,10.2069,0
Momentum,78,116.6358,0,0.3925,10.5994,0
Momentum,79,117.0936,0,-1.6734,8.9260,0
Momentum,80,115.1342,0,0.0804,9.0063,0
Momentum,81,115.2267,0,0.6593,9.6656,0
Momentum,82,115.9863,0,1.7938,11.4594,0
Momentum,83,118.0669,0,-0.2180,11.2414,0
Momentum,84,117.8095,0,-0.5072,10.7342,0
Momentum,85,117.2119,0,-0.2016,10.5326,0
Momentum,86,116.9757,0,1.2228,11.7554,0
Momentum,87,118.4061,0,0.6307,12.3862,0
Momentum,88,119.1529,0,-0.2295,12.1567,0
Momentum,89,118.8795,0,0.8166,12.9733,0
Momentum,90,119.8502,0,0.3979,13.3711,0
Momentum,91,120.3271,0,1.2767,14.6479,0
Momentum,92,121.8633,0,-0.4012,14.2466,0
Momentum,93,121.3743,0,-0.0277,14.2190,0
Momentum,94,121.3408,0,-0.0921,14.1269,0
Momentum,95,121.2291,0,-1.1568,12.9701,0
Momentum,96,119.8267,0,0.5979,13.5680,0
Momentum,97,120.5432,0,0.5626,14.1306,0
Momentum,98,121.2214,0,0.3056,14.4362,0
Momentum,99,121.5918,0,0.0654,14.5017,0
Momentum,100,121.6714,0,-1.1092,13.3925,0
Momentum,101,120.3218,0,-0.1206,13.2719,0
Momentum,102,120.1767,0,-0.0427,13.2292,0
Momentum,103,120.1254,0,-0.5010,12.7282,0
Momentum,104,119.5236,0,0.1388,12.8670,0
Momentum,105,119.6895,0,0.7065,13.5735,0
Momentum,106,120.5351,0,2.2103,15.7838,0
Momentum,107,123.1993,0,0.4757,16.2595,0
Momentum,108,123.7853,0,0.5591,16.8186,0
Momentum,109,124.4774,0,0.2258,17.0444,0
Momentum,110,124.7585,0,-1.6057,15.4387,0
Momentum,111,122.7552,0,0.2739,15.7125,0
Momentum,112,123.0914,0,0.3609,16.0734,0
Momentum,113,123.5356,0,2.8018,18.8752,0
Momentum,114,126.9968,0,0.1077,18.9829,0
Momentum,115,127.1336,0,0.6034,19.5863,0
Momentum,116,127.9006,0,0.2656,19.8519,0
Momentum,117,128.2404,0,-0.8649,18.9870,0
Momentum,118,127.1312,0,1.4533,20.4403,0
Momentum,119,128.9788,0,1.0575,21.4977,0
Momentum,120,130.3427,0,1.0970,22.5947,0
Momentum,121,131.7726,0,-0.6075,21.9872,0
Momentum,122,130.9720,0,1.7174,23.7046,0
Momentum,123,133.2213,0,-1.0958,22.6088,0
Momentum,124,131.7615,0,0.8908,23.4996,0
Momentum,125,132.9352,0,2.5217,26.0213,0
Momentum,126,136.2875,0,-0.6882,25.3332,0
Momentum,127,135.3496,0,-0.2659,25.0672,0
Momentum,128,134.9896,0,0.4005,25.4677,0
Momentum,129,135.5302,0,-0.2033,25.2644,0
Momentum,130,135.2547,0,-1.2429,24.0215,0
Momentum,131,133.5737,0,0.3692,24.3908,0
Momentum,132,134.0669,0,-0.7594,23.6314,0
Momentum,133,133.0488,0,0.7766,24.4079,0
Momentum,134,134.0820,0,-0.6175,23.7904,0
Momentum,135,133.2540,0,1.8672,25.6576,0
Momentum,136,135.7421,0,-0.4821,25.1755,0
Momentum,137,135.0877,0,-0.0221,25.1534,0
Momentum,138,135.0579,0,1.1197,26.2732,0
Momentum,139,136.5702,0,-0.9265,25.3466,0
Momentum,140,135.3048,0,0.5289,25.8755,0
Momentum,141,136.0204,0,1.6201,27.4956,0
Momentum,142,138.2241,0,-1.2990,26.1966,0
Momentum,143,136.4286,0,0.4858,26.6825,0
Momentum,144,137.0914,0,0.5615,27.2439,0
Momentum,145,137.8611,0,1.0877,28.3316,0
Momentum,146,139.3606,0,-0.9326,27.3990,0
Momentum,147,138.0609,0,-1.0153,26.3838,0
Momentum,148,136.6593,0,0.8253,27.2091,0
Momentum,149,137.7871,0,0.5988,27.8079,0
Momentum,150,138.6122,0,0.5520,28.3599,0
Momentum,151,139.3773,0,0.6485,29.0084,0
Momentum,152,140.2812,0,-0.3793,28.6291,0
Momentum,153,139.7492,0,0.5337,29.1628,0
Momentum,154,140.4950,0,0.5948,29.7576,0
Momentum,155,141.3307,0,-0.4135,29.3441,0
Momentum,156,140.7463,0,2.1894,31.5335,0
Momentum,157,143.8278,0,0.7768,32.3104,0
Momentum,158,144.9451,0,-0.8873,31.4230,0
Momentum,159,143.6589,0,0.9611,32.3842,0
Momentum,160,145.0397,0,-0.6724,31.7117,0
Momentum,161,144.0644,0,1.0930,32.8048,0
Momentum,162,145.6391,0,1.4693,34.2740,0
Momentum,163,147.7789,0,-0.5193,33.7547,0
Momentum,164,147.0115,0,1.2714,35.0261,0
Momentum,165,148.8805,0,0.7153,35.7414,0
Momentum,166,149.9455,0,1.1284,36.8698,0
Momentum,167,151.6375,0,2.2211,39.0909,0
Momentum,168,155.0055,0,0.0546,39.1455,0
Momentum,169,155.0902,0,-0.4527,38.6928,0
Momentum,170,154.3881,0,-0.5878,38.1051,0
Momentum,171,153.4806,0,-0.5145,37.5906,0
Momentum,172,152.6910,0,0.2231,37.8137,0
Momentum,173,153.0317,0,0.6432,38.4569,0
Momentum,174,154.0160,0,0.5784,39.0353,0
Momentum,175,154.9068,0,1.1336,40.1688,0
Momentum,176,156.6627,0,0.3135,40.4823,0
Momentum,177,157.1539,0,1.7690,42.2513,0
Momentum,178,159.9339,0,0.0353,42.2867,0
Momentum,179,159.9905,0,3.0662,45.3529,0
Momentum,180,164.8961,0,0.9300,46.2829,0
Momentum,181,166.4296,0,-0.5556,45.7273,0
Momentum,182,165.5049,0,-0.7679,44.9594,0
Momentum,183,164.2340,0,0.7855,45.7449,0
Momentum,184,165.5241,0,0.0766,45.8215,0
Momentum,185,165.6508,0,1.0192,46.8406,0
Momentum,186,167.3391,0,0.7762,47.6169,0
Momentum,187,168.6380,0,0.2274,47.8443,0
Momentum,188,169.0216,0,-0.5453,47.2990,0
Momentum,189,168.0999,0,-1.2075,46.0915,0
Momentum,190,166.0701,0,-0.1464,45.9451,0
Momentum,191,165.8269,0,1.1631,47.1082,0
Momentum,192,167.7557,0,0.5154,47.6236,0
Momentum,193,168.6203,0,-0.9413,46.6823,0
Momentum,194,167.0331,0,0.4743,47.1566,0
Momentum,195,167.8254,0,0.6877,47.8443,0
Momentum,196,168.9795,0,-0.5822,47.2621,0
Momentum,197,167.9957,0,0.4548,47.7169,0
Momentum,198,168.7597,0,0.3589,48.0757,0
Momentum,199,169.3653,0,-0.8394,47.2363,0
Momentum,200,167.9436,0,0.1704,47.4068,0
Momentum,201,168.2298,0,0.2582,47.6649,1
Momentum,202,168.6642,0,0.4923,48.1573,1
Momentum,203,169.4946,0,0.4516,48.6089,1
Momentum,204,170.2601,0,-0.7154,47.8935,1
Momentum,205,169.0421,0,-0.4763,47.4172,1
Momentum,206,168.2369,0,0.2362,47.6534,1
Momentum,207,168.6343,0,0.2233,47.8767,1
Momentum,208,169.0108,0,0.2122,48.0889,1
Momentum,209,169.3695,0,1.7777,49.8666,1
Momentum,210,172.3803,0,0.1363,50.0029,1
Momentum,211,172.6152,0,0.3910,50.3938,1
Momentum,212,173.2901,0,0.2862,50.6800,1
Momentum,213,173.7860,0,0.1318,50.8118,1
Momentum,214,174.0150,0,-0.3194,50.4924,1
Momentum,215,173.4592,0,0.1911,50.6834,1
Momentum,216,173.7906,0,-0.5240,50.1595,1
Momentum,217,172.8800,0,-0.2524,49.9071,1
Momentum,218,172.4437,0,-0.3556,49.5514,1
Momentum,219,171.8304,0,-0.0750,49.4765,1
Momentum,220,171.7016,0,0.9690,50.4455,1
Momentum,221,173.3654,0,-1.0180,49.4275,1
Momentum,222,171.6005,0,0.2134,49.6408,1
Momentum,223,171.9667,0,-0.8672,48.7736,1
Momentum,224,170.4753,0,-0.2957,48.4779,1
Momentum,225,169.9712,0,0.4529,48.9308,1
Momentum,226,170.7410,0,-0.0518,48.8790,1
Momentum,227,170.6525,0,-0.5846,48.2944,1
Momentum,228,169.6549,0,-0.3877,47.9067,1
Momentum,229,168.9971,0,0.2905,48.1972,1
Momentum,230,169.4881,0,-0.3903,47.8069,1
Momentum,231,168.8266,1,0.0000,47.8069,1
Momentum,232,168.9556,2,0.0084,47.8153,1
Momentum,233,168.9414,2,0.3381,48.1534,1
Momentum,234,168.3703,2,-1.0060,47.1473,1
Momentum,235,170.0641,0,0.2359,47.3832,1
Momentum,236,170.4652,0,-1.0244,46.3588,1
Momentum,237,168.7190,2,-0.0654,46.2934,1
Momentum,238,168.8294,2,0.3398,46.6332,1
Momentum,239,168.2557,2,-0.3960,46.2372,1
Momentum,240,168.9220,2,0.4043,46.6415,1
Momentum,241,168.2391,2,0.0633,46.7048,1
Momentum,242,168.1325,2,-0.2347,46.4702,1
Momentum,243,168.5271,2,-0.3937,46.0765,1
Momentum,244,169.1905,2,0.6044,46.6809,1
